comment_id,sentiment_pred,sarcasm_pred,sentiment_proba_neg,sentiment_proba_neu,sentiment_proba_pos,sarcasm_proba_sarcastic,final_interpretation,sentiment_score,sarcasm_score,confidence_max,neutrality_bias,margin
n6ghbsb,LABEL_0,not sarcastic,0.5763028,0.41134426,0.012352897,0.0014771479,neutral,-0.563949903,0.0014771479,0.5763028,0.41134426,0.16495854
n6hgt0a,LABEL_0,not sarcastic,0.97765815,0.017085517,0.005256317,0.0010167675,neutral (sarcastic unclear),-0.972401833,0.0010167675,0.97765815,0.017085517,0.960572633
n6ew2qm,LABEL_1,sarcastic,0.0015344442,0.99443036,0.0040351604,0.95237505,neutral (sarcastic unclear),0.0025007161999999997,0.95237505,0.99443036,0.99443036,0.9903951996
n6fgce4,LABEL_1,not sarcastic,0.017779928,0.97470254,0.007517443,0.0013983885,neutral,-0.010262485,0.0013983885,0.97470254,0.97470254,0.9569226120000001
n66g2m5,LABEL_1,sarcastic,0.0015206662,0.9944021,0.004077227,0.94156885,neutral (sarcastic unclear),0.0025565608,0.94156885,0.9944021,0.9944021,0.9903248729999999
n66j0ak,LABEL_1,not sarcastic,0.0012337343,0.96676004,0.032006178,0.0008431724,neutral,0.030772443700000002,0.0008431724,0.96676004,0.96676004,0.934753862
n66kk70,LABEL_1,not sarcastic,0.20442016,0.78553766,0.0100422455,0.0012604713,neutral,-0.1943779145,0.0012604713,0.78553766,0.78553766,0.5811175000000001
n66s43u,LABEL_1,not sarcastic,0.0013358552,0.99528426,0.0033798923,0.011489227,positive,0.0020440371,0.011489227,0.99528426,0.99528426,0.9919043677
n6777qm,LABEL_0,not sarcastic,0.9446225,0.048622146,0.006755395,0.0012008139,neutral (sarcastic unclear),-0.937867105,0.0012008139,0.9446225,0.048622146,0.896000354
n66a4sj,LABEL_1,sarcastic,0.0015524263,0.9945298,0.0039178017,0.94207066,neutral (sarcastic unclear),0.0023653754,0.94207066,0.9945298,0.9945298,0.9906119983
n66b2bt,LABEL_2,sarcastic,0.0028254387,0.032032665,0.9651419,0.89969146,neutral (sarcastic unclear),0.9623164613,0.89969146,0.9651419,0.032032665,0.933109235
n66tgao,LABEL_1,not sarcastic,0.040120967,0.9468377,0.013041293,0.000886072,neutral,-0.027079673999999998,0.000886072,0.9468377,0.9468377,0.906716733
n6ic237,LABEL_1,not sarcastic,0.0015724024,0.9865458,0.011881829,0.0031441704,neutral,0.0103094266,0.0031441704,0.9865458,0.9865458,0.974663971
n5n1nfv,LABEL_1,sarcastic,0.0015445381,0.9944296,0.004025955,0.9356434,neutral (sarcastic unclear),0.0024814169,0.9356434,0.9944296,0.9944296,0.990403645
n5n7f00,LABEL_0,not sarcastic,0.82652736,0.1465383,0.026934238,0.010099693,neutral,-0.7995931220000001,0.010099693,0.82652736,0.1465383,0.67998906
n5n6ozw,LABEL_1,not sarcastic,0.00377109,0.90817076,0.088058196,0.0010134667,neutral,0.084287106,0.0010134667,0.90817076,0.90817076,0.820112564
n5nexs5,LABEL_1,not sarcastic,0.0044070734,0.50686806,0.48872486,0.0022755165,neutral,0.48431778659999997,0.0022755165,0.50686806,0.50686806,0.01814319999999997
n5ncayn,LABEL_2,not sarcastic,0.001393795,0.13431446,0.8642917,0.00216338,neutral,0.862897905,0.00216338,0.8642917,0.13431446,0.72997724
n5ofyxh,LABEL_2,sarcastic,0.026949594,0.37978813,0.59326226,0.9866332,neutral (sarcastic unclear),0.5663126660000001,0.9866332,0.59326226,0.37978813,0.21347413000000004
n5o46qg,LABEL_1,not sarcastic,0.003947272,0.9858845,0.010168238,0.015043435,neutral,0.006220966,0.015043435,0.9858845,0.9858845,0.9757162620000001
n5lxvs9,LABEL_1,sarcastic,0.0015445203,0.99437827,0.004077178,0.9431052,neutral (sarcastic unclear),0.0025326576999999996,0.9431052,0.99437827,0.99437827,0.990301092
n5m0x6w,LABEL_1,sarcastic,0.0042015836,0.6725564,0.32324204,0.6352437,neutral (sarcastic unclear),0.3190404564,0.6352437,0.6725564,0.6725564,0.34931436000000005
n5m3oeu,LABEL_1,not sarcastic,0.0045334077,0.6086565,0.38681012,0.0020300061,neutral (sarcastic unclear),0.3822767123,0.0020300061,0.6086565,0.6086565,0.22184638000000007
n5ma4zo,LABEL_1,not sarcastic,0.003169508,0.9934423,0.003388221,0.00784664,positive,0.00021871299999999972,0.00784664,0.9934423,0.9934423,0.990054079
n5ly1ga,LABEL_1,not sarcastic,0.0059504346,0.95862204,0.03542757,0.0017378737,neutral,0.0294771354,0.0017378737,0.95862204,0.95862204,0.92319447
n56oeme,LABEL_1,sarcastic,0.0015452132,0.9944312,0.0040235436,0.95818466,neutral (sarcastic unclear),0.0024783304,0.95818466,0.9944312,0.9944312,0.9904076564
n579cv6,LABEL_1,not sarcastic,0.26717922,0.7179289,0.014891864,0.0021517344,neutral,-0.252287356,0.0021517344,0.7179289,0.7179289,0.45074968
n56zvow,LABEL_1,not sarcastic,0.002025264,0.9947754,0.0031993245,0.0012294621,neutral,0.0011740605,0.0012294621,0.9947754,0.9947754,0.9915760754999999
n57h3cz,LABEL_1,not sarcastic,0.00092465524,0.9936877,0.0053876727,0.0009596518,neutral,0.0044630174600000004,0.0009596518,0.9936877,0.9936877,0.9883000273
n5as3yp,LABEL_2,not sarcastic,0.0009528678,0.007448971,0.9915981,0.0005548826,neutral,0.9906452322,0.0005548826,0.9915981,0.007448971,0.9841491290000001
n58iag9,LABEL_2,sarcastic,0.0009910023,0.00645122,0.99255776,0.9993686,neutral (sarcastic unclear),0.9915667576999999,0.9993686,0.99255776,0.00645122,0.98610654
n591vu5,LABEL_1,not sarcastic,0.0027397608,0.9913123,0.0059479643,0.0077376976,neutral,0.0032082034999999995,0.0077376976,0.9913123,0.9913123,0.9853643357
n55mvpx,LABEL_1,sarcastic,0.001563455,0.99440163,0.004034892,0.9677692,neutral (sarcastic unclear),0.002471437,0.9677692,0.99440163,0.99440163,0.9903667380000001
n55qpb2,LABEL_1,not sarcastic,0.35381567,0.6322614,0.013922978,0.25371692,positive,-0.33989269200000005,0.25371692,0.6322614,0.6322614,0.27844572999999995
n55qtci,LABEL_1,not sarcastic,0.00090976065,0.9912238,0.007866437,0.043476176,neutral,0.0069566763500000005,0.043476176,0.9912238,0.9912238,0.983357363
n55qr72,LABEL_1,not sarcastic,0.0013786317,0.97576934,0.022852011,0.0065182396,neutral,0.021473379299999998,0.0065182396,0.97576934,0.97576934,0.952917329
n55mki8,LABEL_1,sarcastic,0.00153872,0.99443924,0.0040219896,0.95863307,neutral (sarcastic unclear),0.0024832696000000004,0.95863307,0.99443924,0.99443924,0.9904172504
n55t43l,LABEL_1,not sarcastic,0.0017154964,0.9954235,0.0028609964,0.0005479068,neutral,0.0011454999999999998,0.0005479068,0.9954235,0.9954235,0.9925625036
n55mxl9,LABEL_1,not sarcastic,0.00089729234,0.9930952,0.0060075275,0.003273499,neutral,0.0051102351600000005,0.003273499,0.9930952,0.9930952,0.9870876725
n55qo35,LABEL_1,not sarcastic,0.051085792,0.6933506,0.2555636,0.0011732046,neutral,0.204477808,0.0011732046,0.6933506,0.6933506,0.43778700000000004
n55p4hg,LABEL_1,not sarcastic,0.003341467,0.9903977,0.0062608756,0.007874933,neutral,0.0029194086000000003,0.007874933,0.9903977,0.9903977,0.9841368244
n5743ob,LABEL_1,not sarcastic,0.39040717,0.5371854,0.07240743,0.0012963314,neutral,-0.31799974000000003,0.0012963314,0.5371854,0.5371854,0.14677823
n543dti,LABEL_1,sarcastic,0.0015348729,0.99437815,0.004086937,0.95318806,neutral (sarcastic unclear),0.0025520640999999998,0.95318806,0.99437815,0.99437815,0.990291213
n546e3o,LABEL_1,not sarcastic,0.14324576,0.8482525,0.008501697,0.017362935,neutral,-0.134744063,0.017362935,0.8482525,0.8482525,0.70500674
n548ks7,LABEL_1,not sarcastic,0.0035426307,0.9885971,0.00786024,0.00066181575,neutral,0.004317609299999999,0.00066181575,0.9885971,0.9885971,0.98073686
n544736,LABEL_1,not sarcastic,0.0009628078,0.99510777,0.0039294395,0.0014419382,neutral,0.0029666316999999998,0.0014419382,0.99510777,0.99510777,0.9911783304999999
n54wu4w,LABEL_2,not sarcastic,0.004450397,0.037020974,0.9585286,0.013078747,neutral,0.9540782029999999,0.013078747,0.9585286,0.037020974,0.9215076259999999
n54d7oj,LABEL_1,sarcastic,0.005164161,0.98736006,0.0074757384,0.99921644,neutral (sarcastic unclear),0.0023115774000000006,0.99921644,0.98736006,0.98736006,0.9798843215999999
n543s8b,LABEL_1,not sarcastic,0.0017780502,0.99495196,0.0032700666,0.0066539533,neutral,0.0014920164,0.0066539533,0.99495196,0.99495196,0.9916818934
n4zq1d3,LABEL_1,sarcastic,0.001527626,0.994453,0.0040193787,0.94285506,neutral (sarcastic unclear),0.0024917527000000005,0.94285506,0.994453,0.994453,0.9904336213
n4zrjai,LABEL_1,not sarcastic,0.00269877,0.99144405,0.005857226,0.01009668,neutral,0.003158456,0.01009668,0.99144405,0.99144405,0.985586824
n4zuspk,LABEL_1,not sarcastic,0.0024760917,0.9936605,0.0038634585,0.015371374,neutral,0.0013873668,0.015371374,0.9936605,0.9936605,0.9897970414999999
n4zqaxa,LABEL_0,not sarcastic,0.9209818,0.07252272,0.006495427,0.0032491249,neutral,-0.9144863729999999,0.0032491249,0.9209818,0.07252272,0.8484590799999999
n4zsuhu,LABEL_1,not sarcastic,0.003582587,0.98413867,0.012278742,0.018746264,neutral,0.008696155,0.018746264,0.98413867,0.98413867,0.971859928
n4zy25a,LABEL_1,not sarcastic,0.111973986,0.88061136,0.007414585,0.0044594673,neutral,-0.104559401,0.0044594673,0.88061136,0.88061136,0.768637374
n505bwh,LABEL_1,not sarcastic,0.0025266553,0.9914555,0.0060177725,0.004662548,neutral,0.0034911172,0.004662548,0.9914555,0.9914555,0.9854377275
n4wgmsc,LABEL_1,sarcastic,0.001544858,0.99448663,0.003968496,0.9313134,neutral (sarcastic unclear),0.002423638,0.9313134,0.99448663,0.99448663,0.990518134
n4x6mlu,LABEL_1,not sarcastic,0.3803945,0.6092276,0.010377877,0.0007709556,neutral,-0.37001662300000004,0.0007709556,0.6092276,0.6092276,0.22883309999999996
n4wuk89,LABEL_0,not sarcastic,0.6963566,0.28855067,0.0150928,0.0057522343,neutral,-0.6812638,0.0057522343,0.6963566,0.28855067,0.40780593
n4wo5pv,LABEL_1,not sarcastic,0.0015104883,0.85891044,0.13957912,0.0009055445,neutral,0.1380686317,0.0009055445,0.85891044,0.85891044,0.71933132
n4rv8l3,LABEL_1,sarcastic,0.0015172125,0.99437815,0.004104596,0.95872533,neutral (sarcastic unclear),0.0025873835,0.95872533,0.99437815,0.99437815,0.990273554
n4rvz2l,LABEL_1,not sarcastic,0.001356499,0.99303484,0.0056087156,0.001981583,positive,0.004252216600000001,0.001981583,0.99303484,0.99303484,0.9874261244
n4rxnf2,LABEL_0,not sarcastic,0.7546869,0.23600294,0.009310193,0.0010167146,neutral,-0.745376707,0.0010167146,0.7546869,0.23600294,0.51868396
n4sipw1,LABEL_2,sarcastic,0.0730307,0.17058781,0.7563815,0.9674269,negative (sarcastic bearish),0.6833508,0.9674269,0.7563815,0.17058781,0.58579369
n4tqgb7,LABEL_2,not sarcastic,0.0032085727,0.06367992,0.9331115,0.0025900456,neutral (sarcastic unclear),0.9299029273,0.0025900456,0.9331115,0.06367992,0.86943158
n4wsue1,LABEL_1,not sarcastic,0.03595447,0.8464371,0.11760848,0.020379907,neutral,0.08165401,0.020379907,0.8464371,0.8464371,0.72882862
n4prjqd,LABEL_1,sarcastic,0.0015331258,0.99442345,0.0040433784,0.9610981,neutral (sarcastic unclear),0.0025102526000000003,0.9610981,0.99442345,0.99442345,0.9903800716
n4psdjr,LABEL_1,not sarcastic,0.0012203784,0.99504,0.003739679,0.00061821385,neutral,0.0025193006,0.00061821385,0.99504,0.99504,0.991300321
n4pshcj,LABEL_1,not sarcastic,0.0011174154,0.99541783,0.0034646727,0.0005990164,neutral,0.0023472573,0.0005990164,0.99541783,0.99541783,0.9919531573
n4q8ba4,LABEL_1,not sarcastic,0.0030407517,0.99349517,0.003464084,0.0044104797,negative,0.0004233322999999999,0.0044104797,0.99349517,0.99349517,0.990031086
n4pym2c,LABEL_1,sarcastic,0.0012120951,0.9939639,0.0048239753,0.99747723,neutral (sarcastic unclear),0.0036118801999999997,0.99747723,0.9939639,0.9939639,0.9891399247
n4psg1r,LABEL_1,not sarcastic,0.002146316,0.99376774,0.0040859375,0.0029587774,neutral,0.0019396215,0.0029587774,0.99376774,0.99376774,0.9896818025
n4qick7,LABEL_1,not sarcastic,0.0009081286,0.995413,0.0036789104,0.0006240771,neutral,0.0027707818,0.0006240771,0.995413,0.995413,0.9917340896
n4qagyr,LABEL_1,not sarcastic,0.0007954891,0.9868563,0.012348245,0.0018039012,neutral,0.011552755900000001,0.0018039012,0.9868563,0.9868563,0.974508055
n4d4gxi,LABEL_1,sarcastic,0.0015345284,0.9943982,0.0040672417,0.9674942,neutral (sarcastic unclear),0.0025327133,0.9674942,0.9943982,0.9943982,0.9903309583000001
n4d6gok,LABEL_1,not sarcastic,0.0008370163,0.9911669,0.007996114,0.0005387466,neutral,0.0071590977,0.0005387466,0.9911669,0.9911669,0.983170786
n4d4xsj,LABEL_1,not sarcastic,0.0018881272,0.9920563,0.0060555222,0.2359001,neutral,0.004167395,0.2359001,0.9920563,0.9920563,0.9860007778
n4d6ygx,LABEL_1,not sarcastic,0.035830352,0.9581503,0.0060192584,0.0005186796,neutral,-0.029811093600000005,0.0005186796,0.9581503,0.9581503,0.9223199480000001
n4d82mn,LABEL_1,not sarcastic,0.00213376,0.99395084,0.003915385,0.000864516,neutral,0.0017816250000000002,0.000864516,0.99395084,0.99395084,0.990035455
n4d7816,LABEL_1,not sarcastic,0.050004877,0.92843807,0.021557052,0.0029701823,neutral,-0.028447825000000003,0.0029701823,0.92843807,0.92843807,0.878433193
n423zxm,LABEL_1,sarcastic,0.001532539,0.99447614,0.0039913813,0.9629604,neutral (sarcastic unclear),0.0024588423,0.9629604,0.99447614,0.99447614,0.9904847587
n4264vk,LABEL_1,sarcastic,0.002870606,0.80285794,0.19427152,0.9761779,neutral (sarcastic unclear),0.191400914,0.9761779,0.80285794,0.80285794,0.60858642
n4dba61,LABEL_2,not sarcastic,0.0010134248,0.006342987,0.99264365,0.00094902894,negative,0.9916302252,0.00094902894,0.99264365,0.006342987,0.986300663
n471r69,LABEL_1,not sarcastic,0.0063887523,0.9012352,0.092376076,0.00088901585,neutral,0.0859873237,0.00088901585,0.9012352,0.9012352,0.808859124
n483kks,LABEL_1,not sarcastic,0.0017544287,0.9945418,0.0037037476,0.0009425666,neutral,0.0019493189,0.0009425666,0.9945418,0.9945418,0.9908380524
n452m97,LABEL_1,not sarcastic,0.49187097,0.49562776,0.012501233,0.008055184,neutral,-0.479369737,0.008055184,0.49562776,0.49562776,0.0037567899999999543
n3v31xv,LABEL_1,sarcastic,0.0015305914,0.99443024,0.004039199,0.9542943,neutral (sarcastic unclear),0.0025086076000000006,0.9542943,0.99443024,0.99443024,0.990391041
n3v5ver,LABEL_1,not sarcastic,0.0015989125,0.9937617,0.0046393275,0.0012603404,neutral,0.0030404150000000003,0.0012603404,0.9937617,0.9937617,0.9891223725
n3v3xxd,LABEL_1,sarcastic,0.011918629,0.9155392,0.072542205,0.9270396,neutral (sarcastic unclear),0.060623576,0.9270396,0.9155392,0.9155392,0.842996995
n3v4bgm,LABEL_1,not sarcastic,0.0033058191,0.97996736,0.016726848,0.0017380177,neutral,0.0134210289,0.0017380177,0.97996736,0.97996736,0.9632405119999999
n3vrty9,LABEL_1,not sarcastic,0.0028835642,0.9907415,0.006374942,0.0060901544,neutral,0.0034913777999999998,0.0060901544,0.9907415,0.9907415,0.9843665580000001
n3tkul5,LABEL_1,sarcastic,0.0015448559,0.9943639,0.0040912167,0.9785987,neutral (sarcastic unclear),0.0025463607999999995,0.9785987,0.9943639,0.9943639,0.9902726833
n3tmplc,LABEL_1,not sarcastic,0.01745403,0.9098927,0.07265324,0.0037816835,neutral,0.05519921,0.0037816835,0.9098927,0.9098927,0.83723946
n3tq7z4,LABEL_1,not sarcastic,0.00079858926,0.9947305,0.004470809,0.0009009694,neutral,0.00367221974,0.0009009694,0.9947305,0.9947305,0.990259691
n3ung1s,LABEL_1,not sarcastic,0.00133902,0.99281776,0.0058432133,0.0007990828,neutral,0.004504193300000001,0.0007990828,0.99281776,0.99281776,0.9869745467
n3mwlyb,LABEL_1,sarcastic,0.0015096599,0.9945216,0.0039686826,0.93565977,neutral (sarcastic unclear),0.0024590226999999997,0.93565977,0.9945216,0.9945216,0.9905529174
n3oa5vl,LABEL_1,sarcastic,0.009602841,0.9776895,0.012707649,0.7504661,neutral (sarcastic unclear),0.003104807999999999,0.7504661,0.9776895,0.9776895,0.964981851
n3m9py8,LABEL_1,sarcastic,0.0015282141,0.9944066,0.0040651294,0.9595782,neutral (sarcastic unclear),0.0025369153,0.9595782,0.9944066,0.9944066,0.9903414706
n3mb37h,LABEL_0,not sarcastic,0.9522598,0.041943617,0.005796611,0.0014094561,neutral,-0.946463189,0.0014094561,0.9522598,0.041943617,0.910316183
n3mb8u9,LABEL_1,not sarcastic,0.0011764906,0.9955324,0.0032912008,0.0012351974,positive,0.0021147101999999997,0.0012351974,0.9955324,0.9955324,0.9922411992
n3mcbm3,LABEL_0,not sarcastic,0.8456494,0.1396317,0.014718845,0.0028322549,positive,-0.830930555,0.0028322549,0.8456494,0.1396317,0.7060177
n3mcp1c,LABEL_1,not sarcastic,0.022597307,0.972033,0.0053696553,0.010161416,neutral,-0.0172276517,0.010161416,0.972033,0.972033,0.9494356930000001
n3mlpfh,LABEL_1,not sarcastic,0.0013673865,0.9830346,0.015598065,0.0021711674,neutral,0.0142306785,0.0021711674,0.9830346,0.9830346,0.9674365349999999
n3nhcl6,LABEL_1,not sarcastic,0.0027371023,0.90254986,0.09471294,0.0015194245,neutral,0.0919758377,0.0015194245,0.90254986,0.90254986,0.8078369200000001
n3fa0od,LABEL_1,sarcastic,0.0016850283,0.9944688,0.00384612,0.92869496,neutral (sarcastic unclear),0.0021610917,0.92869496,0.9944688,0.9944688,0.9906226800000001
n3fe5lr,LABEL_1,not sarcastic,0.0010140737,0.95547426,0.043511655,0.00052174594,positive,0.042497581300000004,0.00052174594,0.95547426,0.95547426,0.911962605
n3fi7hh,LABEL_1,not sarcastic,0.038886163,0.95425767,0.0068561565,0.00052474363,neutral,-0.0320300065,0.00052474363,0.95425767,0.95425767,0.9153715069999999
n3fx2yu,LABEL_1,not sarcastic,0.0026201273,0.9915558,0.0058240825,0.0074114846,neutral,0.0032039552,0.0074114846,0.9915558,0.9915558,0.9857317175
n3idy5s,LABEL_1,not sarcastic,0.0028187004,0.9912246,0.005956716,0.0062020565,neutral,0.0031380156,0.0062020565,0.9912246,0.9912246,0.985267884
n2t8xso,LABEL_1,sarcastic,0.0015485192,0.9944043,0.004047125,0.9719663,neutral (sarcastic unclear),0.0024986058000000004,0.9719663,0.9944043,0.9944043,0.990357175
n2t9y66,LABEL_1,sarcastic,0.0065895994,0.7139095,0.2795009,0.8226722,neutral (sarcastic unclear),0.2729113006,0.8226722,0.7139095,0.7139095,0.4344086
n2td97m,LABEL_1,not sarcastic,0.003182246,0.99259394,0.004223739,0.018584065,neutral,0.0010414929999999997,0.018584065,0.99259394,0.99259394,0.9883702010000001
n2tn6td,LABEL_2,not sarcastic,0.0017972899,0.013221968,0.9849807,0.0007530151,neutral,0.9831834101,0.0007530151,0.9849807,0.013221968,0.9717587320000001
n2taq3g,LABEL_1,not sarcastic,0.0014315939,0.99499774,0.0035706903,0.0027852142,neutral,0.0021390964,0.0027852142,0.99499774,0.99499774,0.9914270497
n2talkc,LABEL_1,not sarcastic,0.0010481378,0.99175525,0.007196525,0.002116952,neutral,0.006148387199999999,0.002116952,0.99175525,0.99175525,0.984558725
n2tk8ys,LABEL_1,sarcastic,0.047610052,0.94483376,0.007556154,0.94085926,neutral (sarcastic unclear),-0.040053898,0.94085926,0.94483376,0.94483376,0.897223708
n2msq2r,LABEL_1,sarcastic,0.0015389883,0.9944666,0.00399441,0.9628764,neutral (sarcastic unclear),0.0024554217000000004,0.9628764,0.9944666,0.9944666,0.99047219
n2mu192,LABEL_1,not sarcastic,0.0024902725,0.9917597,0.0057501295,0.012523615,neutral,0.003259857,0.012523615,0.9917597,0.9917597,0.9860095705
n2mtctp,LABEL_1,not sarcastic,0.00084541825,0.9861566,0.012998026,0.0011026757,positive,0.012152607749999999,0.0011026757,0.9861566,0.9861566,0.973158574
n2mupjh,LABEL_0,not sarcastic,0.5279361,0.4573207,0.014743223,0.2985016,neutral,-0.513192877,0.2985016,0.5279361,0.4573207,0.0706154
n2mzfya,LABEL_1,not sarcastic,0.0027018574,0.9913134,0.0059848335,0.0058899014,neutral,0.0032829761,0.0058899014,0.9913134,0.9913134,0.9853285665
n2muzwb,LABEL_1,not sarcastic,0.3908502,0.5922268,0.016923092,0.0008269968,neutral,-0.37392710799999995,0.0008269968,0.5922268,0.5922268,0.20137660000000007
n2mtspj,LABEL_1,not sarcastic,0.019037582,0.9513764,0.029585993,0.017683832,neutral,0.010548411,0.017683832,0.9513764,0.9513764,0.921790407
n2fq49o,LABEL_1,sarcastic,0.0015292064,0.99435127,0.0041194377,0.9577821,neutral (sarcastic unclear),0.0025902313,0.9577821,0.99435127,0.99435127,0.9902318323
n2g5va9,LABEL_0,not sarcastic,0.87503374,0.10920898,0.01575724,0.00086433016,neutral,-0.8592765,0.00086433016,0.87503374,0.10920898,0.76582476
n2fzglv,LABEL_1,not sarcastic,0.0038281453,0.9856214,0.010550502,0.0006086102,neutral,0.0067223566999999994,0.0006086102,0.9856214,0.9856214,0.975070898
n2g6cso,LABEL_1,not sarcastic,0.002713403,0.99151504,0.0057716207,0.008514578,neutral,0.0030582176999999996,0.008514578,0.99151504,0.99151504,0.9857434193
n2fuz33,LABEL_1,not sarcastic,0.0019974734,0.99382174,0.0041808286,0.0010827215,neutral,0.0021833552,0.0010827215,0.99382174,0.99382174,0.9896409114
n2g6l2x,LABEL_1,not sarcastic,0.009852849,0.98477584,0.0053714397,0.00080747897,negative,-0.0044814093,0.00080747897,0.98477584,0.98477584,0.9749229909999999
n2fzdrx,LABEL_2,sarcastic,0.0021219233,0.30307102,0.694807,0.99376196,neutral (sarcastic unclear),0.6926850766999999,0.99376196,0.694807,0.30307102,0.39173597999999993
n2frl28,LABEL_1,not sarcastic,0.0013491794,0.9936147,0.0050362055,0.037142616,neutral,0.0036870261,0.037142616,0.9936147,0.9936147,0.9885784945
n2dflek,LABEL_1,sarcastic,0.0015208918,0.9944311,0.0040479447,0.95813257,neutral (sarcastic unclear),0.0025270529,0.95813257,0.9944311,0.9944311,0.9903831553
n2wm95x,LABEL_1,not sarcastic,0.0016372375,0.99274457,0.005618169,0.00047569355,neutral,0.0039809315,0.00047569355,0.99274457,0.99274457,0.987126401
n2d295q,LABEL_1,sarcastic,0.0015284269,0.9944265,0.0040450525,0.95643115,neutral (sarcastic unclear),0.0025166256,0.95643115,0.9944265,0.9944265,0.9903814475
n2d84tl,LABEL_1,not sarcastic,0.0057605794,0.98459226,0.009647257,0.000927465,neutral,0.003886677599999999,0.000927465,0.98459226,0.98459226,0.974945003
n2d2zcw,LABEL_1,not sarcastic,0.0013076924,0.99531966,0.0033726906,0.0012338768,positive,0.0020649982000000002,0.0012338768,0.99531966,0.99531966,0.9919469694
n281b0g,LABEL_1,sarcastic,0.0015171887,0.9943546,0.0041282396,0.949824,neutral (sarcastic unclear),0.0026110509,0.949824,0.9943546,0.9943546,0.9902263604
n282twb,LABEL_1,not sarcastic,0.003947272,0.9858845,0.010168238,0.015043435,neutral,0.006220966,0.015043435,0.9858845,0.9858845,0.9757162620000001
n284342,LABEL_1,not sarcastic,0.003176134,0.9919695,0.0048543066,0.0005016544,neutral,0.0016781726000000001,0.0005016544,0.9919695,0.9919695,0.9871151934
n282zut,LABEL_1,not sarcastic,0.003947272,0.9858845,0.010168238,0.015043435,neutral,0.006220966,0.015043435,0.9858845,0.9858845,0.9757162620000001
n287gvk,LABEL_0,sarcastic,0.97845465,0.016722871,0.0048224237,0.9059,neutral (sarcastic unclear),-0.9736322263,0.9059,0.97845465,0.016722871,0.961731779
n28aqr6,LABEL_1,not sarcastic,0.0023143135,0.9937781,0.0039076433,0.116532736,positive,0.0015933298000000004,0.116532736,0.9937781,0.9937781,0.9898704567
n28lw36,LABEL_1,not sarcastic,0.033819053,0.95970744,0.006473501,0.0009354483,neutral,-0.027345552000000002,0.0009354483,0.95970744,0.95970744,0.925888387
n288hm9,LABEL_1,not sarcastic,0.08152303,0.9091915,0.009285483,0.0007923534,neutral,-0.072237547,0.0007923534,0.9091915,0.9091915,0.8276684700000001
n27y0pw,LABEL_1,sarcastic,0.0015546386,0.994418,0.004027389,0.9691144,neutral (sarcastic unclear),0.0024727504000000003,0.9691144,0.994418,0.994418,0.990390611
n27yl36,LABEL_1,not sarcastic,0.12343337,0.85507464,0.021492053,0.0013638528,neutral,-0.101941317,0.0013638528,0.85507464,0.85507464,0.73164127
n27zl3y,LABEL_1,not sarcastic,0.23979665,0.7181637,0.042039547,0.005246829,neutral,-0.197757103,0.005246829,0.7181637,0.7181637,0.47836704999999996
n281r8v,LABEL_1,not sarcastic,0.0017277288,0.9845697,0.013702568,0.001937694,positive (sarcastic bullish),0.0119748392,0.001937694,0.9845697,0.9845697,0.970867132
n289vmw,LABEL_0,not sarcastic,0.9466333,0.04834663,0.00501999,0.00080425607,neutral,-0.94161331,0.00080425607,0.9466333,0.04834663,0.8982866700000001
n285x49,LABEL_2,sarcastic,0.0019894245,0.061608087,0.9364025,0.97859544,neutral (sarcastic unclear),0.9344130755000001,0.97859544,0.9364025,0.061608087,0.874794413
n1uudnp,LABEL_1,sarcastic,0.0015347208,0.99442756,0.004037817,0.95859915,neutral (sarcastic unclear),0.0025030962,0.95859915,0.99442756,0.99442756,0.9903897429999999
n1uvjst,LABEL_1,not sarcastic,0.0027538065,0.9908236,0.0064225513,0.004889626,neutral,0.0036687448,0.004889626,0.9908236,0.9908236,0.9844010487
n1v58bk,LABEL_1,not sarcastic,0.0025381877,0.99167496,0.005786861,0.007753086,neutral,0.0032486732999999998,0.007753086,0.99167496,0.99167496,0.985888099
n1yffq7,LABEL_0,not sarcastic,0.965832,0.028223922,0.0059441812,0.0012755139,neutral (sarcastic unclear),-0.9598878188000001,0.0012755139,0.965832,0.028223922,0.937608078
n1wq0jr,LABEL_1,not sarcastic,0.010347411,0.9450879,0.04456464,0.0008589268,neutral,0.034217229,0.0008589268,0.9450879,0.9450879,0.9005232599999999
n1v4nra,LABEL_1,not sarcastic,0.0014163587,0.99531484,0.003268858,0.0014367664,neutral,0.0018524993,0.0014367664,0.99531484,0.99531484,0.992045982
n1twndg,LABEL_1,sarcastic,0.0015249568,0.9943816,0.004093422,0.964377,neutral (sarcastic unclear),0.0025684652000000003,0.964377,0.9943816,0.9943816,0.990288178
n1txdz1,LABEL_1,not sarcastic,0.002653257,0.9915364,0.005810379,0.004880336,neutral,0.003157122,0.004880336,0.9915364,0.9915364,0.985726021
n1tx4ox,LABEL_1,not sarcastic,0.0013203839,0.9924947,0.0061849477,0.00069022307,negative,0.004864563800000001,0.00069022307,0.9924947,0.9924947,0.9863097523
n1u21rd,LABEL_1,not sarcastic,0.002520123,0.99183816,0.005641735,0.0056911395,neutral,0.003121612,0.0056911395,0.99183816,0.99183816,0.986196425
n1ueuzv,LABEL_1,not sarcastic,0.026836189,0.96349317,0.009670649,0.0065099266,neutral,-0.01716554,0.0065099266,0.96349317,0.96349317,0.936656981
